timestamp_ms,temperature,humidity
103,23.3,23.3
163,23.3,23.3
223,23.3,23.3
283,23.3,23.3
343,23.3,23.3
403,23.3,23.3
463,23.3,23.3
523,23.3,23.3
583,23.3,23.3
643,23.3,23.3
703,23.3,23.3
763,23.3,23.3
823,23.3,23.3
883,23.3,23.3
943,23.3,23.3
1003,23.3,23.3
1063,23.3,23.3
1123,23.3,23.3
1183,23.3,23.3
1243,23.3,23.3
1303,23.3,23.3
1363,23.3,23.3
1423,23.3,23.3
1483,23.3,23.3
1543,23.3,23.3
1603,23.3,23.3
1663,23.3,23.3
1723,23.3,23.3
1783,23.3,23.3
1843,23.3,23.3
1903,23.3,23.3
1963,23.3,23.3
2023,23.3,23.3
2083,23.3,23.3
2149,23.3,23.3
2209,23.3,23.3
2269,23.3,23.3
2329,23.3,23.3
2389,23.3,23.3
2449,23.3,23.3
2509,23.3,23.3
2569,23.3,23.3
2629,23.3,23.3
2689,23.3,23.3
2749,23.3,23.3
2809,23.3,23.3
2869,23.3,23.3
2929,23.3,23.3
2989,23.3,23.3
3049,23.3,23.3
3109,23.3,23.3
3169,23.3,23.3
3229,23.3,23.3
3289,23.3,23.3
3349,23.3,23.3
3409,23.3,23.3
3469,23.3,23.3
3529,23.3,23.3
3589,23.3,23.3
3649,23.3,23.3
3709,23.3,23.3
3769,23.3,23.3
3829,23.3,23.3
3889,23.3,23.3
3949,23.3,23.3
4009,23.3,23.3
4069,23.3,23.3
4129,23.3,23.3
4195,23.3,23.3
4255,23.3,23.3
4315,23.3,23.3
4375,23.3,23.3
4435,23.3,23.3
4495,23.3,23.3
4555,23.3,23.3
4615,23.3,23.3
4675,23.3,23.3
4735,23.3,23.3
4795,23.3,23.3
4855,23.3,23.3
4915,23.3,23.3
4975,23.3,23.3
5035,23.3,23.3
5095,23.3,23.3
5155,23.3,23.3
5215,23.3,23.3
5275,23.3,23.3
5335,23.3,23.3
5395,23.3,23.3
5455,23.3,23.3
5515,23.3,23.3
5575,23.3,23.3
5635,23.3,23.3
5695,23.3,23.3
5755,23.3,23.3
5815,23.3,23.3
5875,23.3,23.3
5935,23.3,23.3
5995,23.3,23.3
6055,23.3,23.3
6115,23.3,23.3
6175,23.3,23.3
6241,23.3,23.3
6301,23.3,23.3
6361,23.3,23.3
6421,23.3,23.3
6481,23.3,23.3
6541,23.3,23.3
6601,23.3,23.3
6661,23.3,23.3
6721,23.3,23.3
6781,23.3,23.3
6841,23.3,23.3
6901,23.3,23.3
6961,23.3,23.3
7021,23.3,23.3
7081,23.3,23.3
7141,23.3,23.3
7201,23.3,23.3
7261,23.3,23.3
7321,23.3,23.3
7381,23.3,23.3
7441,23.3,23.3
7501,23.3,23.3
7561,23.3,23.3
7621,23.3,23.3
7681,23.3,23.3
7741,23.3,23.3
7801,23.3,23.3
7861,23.3,23.3
7921,23.3,23.3
7981,23.3,23.3
8041,23.3,23.3
8101,23.3,23.3
8161,23.3,23.3
8221,23.3,23.3
8287,23.3,23.3
8347,23.3,23.3
8407,23.3,23.3
8467,23.3,23.3
8527,23.3,23.3
8587,23.3,23.3
8647,23.3,23.3
8707,23.3,23.3
8767,23.3,23.3
8827,23.3,23.3
8887,23.3,23.3
8947,23.3,23.3
9007,23.3,23.3
9067,23.3,23.3
9127,23.3,23.3
9187,23.3,23.3
9247,23.3,23.3
9307,23.3,23.3
9367,23.3,23.3
9427,23.3,23.3
9487,23.3,23.3
9547,23.3,23.3
9607,23.3,23.3
9667,23.3,23.3
9727,23.3,23.3
9787,23.3,23.3
9847,23.3,23.3
9907,23.3,23.3
9967,23.3,23.3
10027,23.3,23.3
10087,23.3,23.3
10147,23.3,23.3
10207,23.3,23.3
10267,23.3,23.3
10333,23.3,23.3
10393,23.3,23.3
10453,23.3,23.3
10513,23.3,23.3
10573,23.3,23.3
10633,23.3,23.3
10693,23.3,23.3
10753,23.3,23.3
10813,23.3,23.3
10873,23.3,23.3
10933,23.3,23.3
10993,23.3,23.3
11053,23.3,23.3
11113,23.3,23.3
11173,23.3,23.3
11233,23.3,23.3
11293,23.3,23.3
11353,23.3,23.3
11413,23.3,23.3
11473,23.3,23.3
11533,23.3,23.3
11593,23.3,23.3
11653,23.3,23.3
11713,23.3,23.3
11773,23.3,23.3
11833,23.3,23.3
11893,23.3,23.3
11953,23.3,23.3
12013,23.3,23.3
12073,23.3,23.3
12133,23.3,23.3
12193,23.3,23.3
12253,23.3,23.3
12313,23.3,23.3
12379,23.3,23.3
12439,23.3,23.3
12499,23.3,23.3
12559,23.3,23.3
12619,23.3,23.3
12679,23.3,23.3
12739,23.3,23.3
12799,23.3,23.3
12859,23.3,23.3
12919,23.3,23.3
12979,23.3,23.3
13039,23.3,23.3
13099,23.3,23.3
13159,23.3,23.3
13219,23.3,23.3
13279,23.3,23.3
13339,23.3,23.3
13399,23.3,23.3
13459,23.3,23.3
13519,23.3,23.3
13579,23.3,23.3
13639,23.3,23.3
13699,23.3,23.3
13759,23.3,23.3
13819,23.3,23.3
13879,23.3,23.3
13939,23.3,23.3
13999,23.3,23.3
14059,23.3,23.3
14119,23.3,23.3
14179,23.3,23.3
14239,23.3,23.3
14299,23.3,23.3
14359,23.3,23.3
14425,23.3,23.3
14485,23.3,23.3
14545,23.3,23.3
14605,23.3,23.3
14665,23.3,23.3
14725,23.3,23.3
14785,23.3,23.3
14845,23.3,23.3
14905,23.3,23.3
14965,23.3,23.3
15025,23.3,23.3
15085,23.3,23.3
15145,23.3,23.3
15205,23.3,23.3
15265,23.3,23.3
15325,23.3,23.3
15385,23.3,23.3
15445,23.3,23.3
15505,23.3,23.3
15565,23.3,23.3
15625,23.3,23.3
15685,23.3,23.3
15745,23.3,23.3
15805,23.3,23.3
15865,23.3,23.3
15925,23.3,23.3
15985,23.3,23.3
16045,23.3,23.3
16105,23.3,23.3
16165,23.3,23.3
16225,23.3,23.3
16285,23.3,23.3
16345,23.3,23.3
16405,23.3,23.3
16471,23.3,23.3
16531,23.3,23.3
16591,23.3,23.3
16651,23.3,23.3
16711,23.3,23.3
16771,23.3,23.3
16831,23.3,23.3
16891,23.3,23.3
16951,23.3,23.3
17011,23.3,23.3
17071,23.3,23.3
17131,23.3,23.3
17191,23.3,23.3
17251,23.3,23.3
17311,23.3,23.3
17371,23.3,23.3
17431,23.3,23.3
17491,23.3,23.3
17551,23.3,23.3
17611,23.3,23.3
17671,23.3,23.3
17731,23.3,23.3
17791,23.3,23.3
17851,23.3,23.3
17911,23.3,23.3
17971,23.3,23.3
18031,23.3,23.3
18091,23.3,23.3
18151,23.3,23.3
18211,23.3,23.3
18271,23.3,23.3
18331,23.3,23.3
18391,23.3,23.3
18451,23.3,23.3
18517,23.3,23.3
18577,23.3,23.3
18637,23.3,23.3
18697,23.3,23.3
18757,23.3,23.3
18817,23.3,23.3
18877,23.3,23.3
18937,23.3,23.3
18997,23.3,23.3
19057,23.3,23.3
19117,23.3,23.3
19177,23.3,23.3
19237,23.3,23.3
19297,23.3,23.3
19357,23.3,23.3
19417,23.3,23.3
19477,23.3,23.3
19537,23.3,23.3
19597,23.3,23.3
19657,23.3,23.3
19717,23.3,23.3
19777,23.3,23.3
19837,23.3,23.3
19897,23.3,23.3
19957,23.3,23.3
20017,23.3,23.3
20077,23.3,23.3
20137,23.3,23.3
20197,23.3,23.3
20257,23.3,23.3
20317,23.3,23.3
20377,23.3,23.3
20437,23.3,23.3
20497,23.3,23.3
20562,23.2,23.2
20623,23.2,23.2
20683,23.2,23.2
20743,23.2,23.2
20803,23.2,23.2
20863,23.2,23.2
20923,23.2,23.2
20983,23.2,23.2
21043,23.2,23.2
21103,23.2,23.2
21163,23.2,23.2
21223,23.2,23.2
21283,23.2,23.2
21343,23.2,23.2
21403,23.2,23.2
21463,23.2,23.2
21523,23.2,23.2
21583,23.2,23.2
21643,23.2,23.2
21703,23.2,23.2
21763,23.2,23.2
21823,23.2,23.2
21883,23.2,23.2
21943,23.2,23.2
22003,23.2,23.2
22063,23.2,23.2
22123,23.2,23.2
22183,23.2,23.2
22243,23.2,23.2
22303,23.2,23.2
22363,23.2,23.2
22423,23.2,23.2
22483,23.2,23.2
22543,23.2,23.2
22609,23.3,23.3
22669,23.3,23.3
22729,23.3,23.3
22789,23.3,23.3
22849,23.3,23.3
22909,23.3,23.3
22969,23.3,23.3
23029,23.3,23.3
23089,23.3,23.3
23149,23.3,23.3
23209,23.3,23.3
23269,23.3,23.3
23329,23.3,23.3
23389,23.3,23.3
23449,23.3,23.3
23509,23.3,23.3
23569,23.3,23.3
23629,23.3,23.3
23689,23.3,23.3
23749,23.3,23.3
23809,23.3,23.3
23869,23.3,23.3
23929,23.3,23.3
23989,23.3,23.3
24049,23.3,23.3
24109,23.3,23.3
24169,23.3,23.3
24229,23.3,23.3
24289,23.3,23.3
24349,23.3,23.3
24409,23.3,23.3
24469,23.3,23.3
24529,23.3,23.3
24589,23.3,23.3
24655,23.3,23.3
24715,23.3,23.3
24775,23.3,23.3
24835,23.3,23.3
24895,23.3,23.3
24955,23.3,23.3
25015,23.3,23.3
25075,23.3,23.3
25135,23.3,23.3
25195,23.3,23.3
25255,23.3,23.3
25315,23.3,23.3
25375,23.3,23.3
25435,23.3,23.3
25495,23.3,23.3
25555,23.3,23.3
25615,23.3,23.3
25675,23.3,23.3
25735,23.3,23.3
25795,23.3,23.3
25855,23.3,23.3
25915,23.3,23.3
25975,23.3,23.3
26035,23.3,23.3
26095,23.3,23.3
26155,23.3,23.3
26215,23.3,23.3
26275,23.3,23.3
26335,23.3,23.3
26395,23.3,23.3
26455,23.3,23.3
26515,23.3,23.3
26575,23.3,23.3
26635,23.3,23.3
26700,23.2,23.2
26761,23.2,23.2
26821,23.2,23.2
26881,23.2,23.2
26941,23.2,23.2
27001,23.2,23.2
27061,23.2,23.2
27121,23.2,23.2
27181,23.2,23.2
27241,23.2,23.2
27301,23.2,23.2
27361,23.2,23.2
27421,23.2,23.2
27481,23.2,23.2
27541,23.2,23.2
27601,23.2,23.2
27661,23.2,23.2
27721,23.2,23.2
27781,23.2,23.2
27841,23.2,23.2
27901,23.2,23.2
27961,23.2,23.2
28021,23.2,23.2
28081,23.2,23.2
28141,23.2,23.2
28201,23.2,23.2
28261,23.2,23.2
28321,23.2,23.2
28381,23.2,23.2
28441,23.2,23.2
28501,23.2,23.2
28561,23.2,23.2
28621,23.2,23.2
28681,23.2,23.2
28747,23.3,23.3
28807,23.3,23.3
28867,23.3,23.3
28927,23.3,23.3
28987,23.3,23.3
29047,23.3,23.3
29107,23.3,23.3
29167,23.3,23.3
29227,23.3,23.3
29287,23.3,23.3
29347,23.3,23.3
29407,23.3,23.3
29467,23.3,23.3
29527,23.3,23.3
29587,23.3,23.3
29647,23.3,23.3
29707,23.3,23.3
29767,23.3,23.3
29827,23.3,23.3
29887,23.3,23.3
29947,23.3,23.3
30007,23.3,23.3
30067,23.3,23.3
30127,23.3,23.3
30187,23.3,23.3
30247,23.3,23.3
30307,23.3,23.3
30367,23.3,23.3
30427,23.3,23.3
30487,23.3,23.3
30547,23.3,23.3
30607,23.3,23.3
30667,23.3,23.3
30727,23.3,23.3
30792,23.2,23.2
30853,23.2,23.2
30913,23.2,23.2
30973,23.2,23.2
31033,23.2,23.2
31093,23.2,23.2
31153,23.2,23.2
31213,23.2,23.2
31273,23.2,23.2
31333,23.2,23.2
31393,23.2,23.2
31453,23.2,23.2
31513,23.2,23.2
31573,23.2,23.2
31633,23.2,23.2
31693,23.2,23.2
31753,23.2,23.2
31813,23.2,23.2
31873,23.2,23.2
31933,23.2,23.2
31993,23.2,23.2
32053,23.2,23.2
32113,23.2,23.2
32173,23.2,23.2
32233,23.2,23.2
32293,23.2,23.2
32353,23.2,23.2
32413,23.2,23.2
32473,23.2,23.2
32533,23.2,23.2
32593,23.2,23.2
32653,23.2,23.2
32713,23.2,23.2
32773,23.2,23.2
32839,23.3,23.3
32899,23.3,23.3
32959,23.3,23.3
33019,23.3,23.3
33079,23.3,23.3
33139,23.3,23.3
33199,23.3,23.3
33259,23.3,23.3
33319,23.3,23.3
33379,23.3,23.3
33439,23.3,23.3
33499,23.3,23.3
33559,23.3,23.3
33619,23.3,23.3
33679,23.3,23.3
33739,23.3,23.3
33799,23.3,23.3
33859,23.3,23.3
33919,23.3,23.3
33979,23.3,23.3
34039,23.3,23.3
34099,23.3,23.3
34159,23.3,23.3
34219,23.3,23.3
34279,23.3,23.3
34339,23.3,23.3
34399,23.3,23.3
34459,23.3,23.3
34519,23.3,23.3
34579,23.3,23.3
34639,23.3,23.3
34699,23.3,23.3
34759,23.3,23.3
34819,23.3,23.3
34885,23.3,23.3
34945,23.3,23.3
35005,23.3,23.3
35065,23.3,23.3
35125,23.3,23.3
35185,23.3,23.3
35245,23.3,23.3
35305,23.3,23.3
35365,23.3,23.3
35425,23.3,23.3
35485,23.3,23.3
35545,23.3,23.3
35605,23.3,23.3
35665,23.3,23.3
35725,23.3,23.3
35785,23.3,23.3
35845,23.3,23.3
35905,23.3,23.3
35965,23.3,23.3
36025,23.3,23.3
36085,23.3,23.3
36145,23.3,23.3
36205,23.3,23.3
36265,23.3,23.3
36325,23.3,23.3
36385,23.3,23.3
36445,23.3,23.3
36505,23.3,23.3
36565,23.3,23.3
36625,23.3,23.3
36685,23.3,23.3
36745,23.3,23.3
36805,23.3,23.3
36865,23.3,23.3
36930,23.2,23.2
36991,23.2,23.2
37051,23.2,23.2
37111,23.2,23.2
37171,23.2,23.2
37231,23.2,23.2
37291,23.2,23.2
37351,23.2,23.2
37411,23.2,23.2
37471,23.2,23.2
37531,23.2,23.2
37591,23.2,23.2
37651,23.2,23.2
37711,23.2,23.2
37771,23.2,23.2
37831,23.2,23.2
37891,23.2,23.2
37951,23.2,23.2
38011,23.2,23.2
38071,23.2,23.2
38131,23.2,23.2
38191,23.2,23.2
38251,23.2,23.2
38311,23.2,23.2
38371,23.2,23.2
38431,23.2,23.2
38491,23.2,23.2
38551,23.2,23.2
38611,23.2,23.2
38671,23.2,23.2
38731,23.2,23.2
38791,23.2,23.2
38851,23.2,23.2
38911,23.2,23.2
38977,23.3,23.3
39037,23.3,23.3
39097,23.3,23.3
39157,23.3,23.3
39217,23.3,23.3
39277,23.3,23.3
39337,23.3,23.3
39397,23.3,23.3
39457,23.3,23.3
39517,23.3,23.3
39577,23.3,23.3
39637,23.3,23.3
39697,23.3,23.3
39757,23.3,23.3
39817,23.3,23.3
39877,23.3,23.3
39937,23.3,23.3
39997,23.3,23.3
40057,23.3,23.3
40117,23.3,23.3
40177,23.3,23.3
40237,23.3,23.3
40297,23.3,23.3
40357,23.3,23.3
40417,23.3,23.3
40477,23.3,23.3
40537,23.3,23.3
40597,23.3,23.3
40657,23.3,23.3
40717,23.3,23.3
40777,23.3,23.3
40837,23.3,23.3
40897,23.3,23.3
40957,23.3,23.3
41023,23.2,23.2
41083,23.2,23.2
41143,23.2,23.2
41203,23.2,23.2
41263,23.2,23.2
41323,23.2,23.2
41383,23.2,23.2
41443,23.2,23.2
41503,23.2,23.2
41563,23.2,23.2
41623,23.2,23.2
41683,23.2,23.2
41743,23.2,23.2
41803,23.2,23.2
41863,23.2,23.2
41923,23.2,23.2
41983,23.2,23.2
42043,23.2,23.2
42103,23.2,23.2
42163,23.2,23.2
42223,23.2,23.2
42283,23.2,23.2
42343,23.2,23.2
42403,23.2,23.2
42463,23.2,23.2
42523,23.2,23.2
42583,23.2,23.2
42643,23.2,23.2
42703,23.2,23.2
42763,23.2,23.2
42823,23.2,23.2
42883,23.2,23.2
42943,23.2,23.2
43003,23.2,23.2
43069,23.2,23.2
43129,23.2,23.2
43189,23.2,23.2
43249,23.2,23.2
43309,23.2,23.2
43369,23.2,23.2
43429,23.2,23.2
43489,23.2,23.2
43549,23.2,23.2
43609,23.2,23.2
43669,23.2,23.2
43729,23.2,23.2
43789,23.2,23.2
43849,23.2,23.2
43909,23.2,23.2
43969,23.2,23.2
44029,23.2,23.2
44089,23.2,23.2
44149,23.2,23.2
44209,23.2,23.2
44269,23.2,23.2
44329,23.2,23.2
44389,23.2,23.2
44449,23.2,23.2
44509,23.2,23.2
44569,23.2,23.2
44629,23.2,23.2
44689,23.2,23.2
44749,23.2,23.2
44809,23.2,23.2
44869,23.2,23.2
44929,23.2,23.2
44989,23.2,23.2
45049,23.2,23.2
45115,23.2,23.2
45175,23.2,23.2
45235,23.2,23.2
45295,23.2,23.2
45355,23.2,23.2
45415,23.2,23.2
45475,23.2,23.2
45535,23.2,23.2
45595,23.2,23.2
45655,23.2,23.2
45715,23.2,23.2
45775,23.2,23.2
45835,23.2,23.2
45895,23.2,23.2
45955,23.2,23.2
46015,23.2,23.2
46075,23.2,23.2
46135,23.2,23.2
46195,23.2,23.2
46255,23.2,23.2
46315,23.2,23.2
46375,23.2,23.2
46435,23.2,23.2
46495,23.2,23.2
46555,23.2,23.2
46615,23.2,23.2
46675,23.2,23.2
46735,23.2,23.2
46795,23.2,23.2
46855,23.2,23.2
46915,23.2,23.2
46975,23.2,23.2
47035,23.2,23.2
47095,23.2,23.2
47160,23.2,23.2
47221,23.2,23.2
47281,23.2,23.2
47341,23.2,23.2
47401,23.2,23.2
47461,23.2,23.2
47521,23.2,23.2
47581,23.2,23.2
47641,23.2,23.2
47701,23.2,23.2
47761,23.2,23.2
47821,23.2,23.2
47881,23.2,23.2
47941,23.2,23.2
48001,23.2,23.2
48061,23.2,23.2
48121,23.2,23.2
48181,23.2,23.2
48241,23.2,23.2
48301,23.2,23.2
48361,23.2,23.2
48421,23.2,23.2
48481,23.2,23.2
48541,23.2,23.2
48601,23.2,23.2
48661,23.2,23.2
48721,23.2,23.2
48781,23.2,23.2
48841,23.2,23.2
48901,23.2,23.2
48961,23.2,23.2
49021,23.2,23.2
49081,23.2,23.2
49141,23.2,23.2
49207,23.2,23.2
49267,23.2,23.2
49327,23.2,23.2
49387,23.2,23.2
49447,23.2,23.2
49507,23.2,23.2
49567,23.2,23.2
49627,23.2,23.2
49687,23.2,23.2
49747,23.2,23.2
49807,23.2,23.2
49867,23.2,23.2
49927,23.2,23.2
49987,23.2,23.2
50047,23.2,23.2
50107,23.2,23.2
50167,23.2,23.2
50227,23.2,23.2
50287,23.2,23.2
50347,23.2,23.2
50407,23.2,23.2
50467,23.2,23.2
50527,23.2,23.2
50587,23.2,23.2
50647,23.2,23.2
50707,23.2,23.2
50767,23.2,23.2
50827,23.2,23.2
50887,23.2,23.2
50947,23.2,23.2
51007,23.2,23.2
51067,23.2,23.2
51127,23.2,23.2
51187,23.2,23.2
51253,23.2,23.2
51313,23.2,23.2
51373,23.2,23.2
51433,23.2,23.2
51493,23.2,23.2
51553,23.2,23.2
51613,23.2,23.2
51673,23.2,23.2
51733,23.2,23.2
51793,23.2,23.2
51853,23.2,23.2
51913,23.2,23.2
51973,23.2,23.2
52033,23.2,23.2
52093,23.2,23.2
52153,23.2,23.2
52213,23.2,23.2
52273,23.2,23.2
52333,23.2,23.2
52393,23.2,23.2
52453,23.2,23.2
52513,23.2,23.2
52573,23.2,23.2
52633,23.2,23.2
52693,23.2,23.2
52753,23.2,23.2
52813,23.2,23.2
52873,23.2,23.2
52933,23.2,23.2
52993,23.2,23.2
53053,23.2,23.2
53113,23.2,23.2
53173,23.2,23.2
53233,23.2,23.2
53299,23.2,23.2
53359,23.2,23.2
53419,23.2,23.2
53479,23.2,23.2
53539,23.2,23.2
53599,23.2,23.2
53659,23.2,23.2
53719,23.2,23.2
53779,23.2,23.2
53839,23.2,23.2
53899,23.2,23.2
53959,23.2,23.2
54019,23.2,23.2
54079,23.2,23.2
54139,23.2,23.2
54199,23.2,23.2
54259,23.2,23.2
54319,23.2,23.2
54379,23.2,23.2
54439,23.2,23.2
54499,23.2,23.2
54559,23.2,23.2
54619,23.2,23.2
54679,23.2,23.2
54739,23.2,23.2
54799,23.2,23.2
54859,23.2,23.2
54919,23.2,23.2
54979,23.2,23.2
55039,23.2,23.2
55099,23.2,23.2
55159,23.2,23.2
55219,23.2,23.2
55279,23.2,23.2
55345,23.2,23.2
55405,23.2,23.2
55465,23.2,23.2
55525,23.2,23.2
55585,23.2,23.2
55645,23.2,23.2
55705,23.2,23.2
55765,23.2,23.2
55825,23.2,23.2
55885,23.2,23.2
55945,23.2,23.2
56005,23.2,23.2
56065,23.2,23.2
56125,23.2,23.2
56185,23.2,23.2
56245,23.2,23.2
56305,23.2,23.2
56365,23.2,23.2
56425,23.2,23.2
56485,23.2,23.2
56545,23.2,23.2
56605,23.2,23.2
56665,23.2,23.2
56725,23.2,23.2
56785,23.2,23.2
56845,23.2,23.2
56905,23.2,23.2
56965,23.2,23.2
57025,23.2,23.2
57085,23.2,23.2
57145,23.2,23.2
57205,23.2,23.2
57265,23.2,23.2
57325,23.2,23.2
57391,23.2,23.2
57451,23.2,23.2
57511,23.2,23.2
57571,23.2,23.2
57631,23.2,23.2
57691,23.2,23.2
57751,23.2,23.2
57811,23.2,23.2
57871,23.2,23.2
57931,23.2,23.2
57991,23.2,23.2
58051,23.2,23.2
58111,23.2,23.2
58171,23.2,23.2
58231,23.2,23.2
58291,23.2,23.2
58351,23.2,23.2
58411,23.2,23.2
58471,23.2,23.2
58531,23.2,23.2
58591,23.2,23.2
58651,23.2,23.2
58711,23.2,23.2
58771,23.2,23.2
58831,23.2,23.2
58891,23.2,23.2
58951,23.2,23.2
59011,23.2,23.2
59071,23.2,23.2
59131,23.2,23.2
59191,23.2,23.2
59251,23.2,23.2
59311,23.2,23.2
59371,23.2,23.2
59437,23.2,23.2
59497,23.2,23.2
59557,23.2,23.2
59617,23.2,23.2
59677,23.2,23.2
59737,23.2,23.2
59797,23.2,23.2
59857,23.2,23.2
59917,23.2,23.2
59977,23.2,23.2
60037,23.2,23.2
60097,23.2,23.2
60157,23.2,23.2
60217,23.2,23.2
